City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Miranda,CO,3.25,-76.23,84.2,51,75,2.24,broken clouds
342,Nosivka,UA,50.93,31.58,60.69,73,0,12.46,clear sky
343,Pronsk,RU,54.1,39.61,57.99,69,63,7.63,broken clouds
344,Rawson,AR,-43.3,-65.1,75.99,26,65,27.49,broken clouds
345,Puerto Carreno,CO,6.19,-67.49,86.34,62,83,4.81,broken clouds
346,Summerside,CA,46.4,-63.79,55.0,73,4,11.65,clear sky
347,Ginda,IN,30.69,78.49,57.33,51,0,5.88,clear sky
348,Chifeng,CN,42.27,118.96,31.73,65,45,6.4,scattered clouds
349,Olafsvik,IS,64.89,-23.71,46.99,88,100,27.76,heavy intensity rain
350,Jining,CN,35.41,116.58,55.33,88,100,5.39,light rain
351,Richards Bay,ZA,-28.78,32.04,68.59,65,58,13.94,broken clouds
352,Rivadavia,AR,-33.19,-68.46,87.8,14,0,2.24,clear sky
353,Yatou,CN,37.15,122.38,56.16,65,100,14.74,overcast clouds
354,Codrington,AU,-38.27,141.97,46.51,95,92,9.17,overcast clouds
355,Faruka,PK,31.89,72.41,74.91,31,0,5.84,clear sky
356,Kendari,ID,-3.94,122.5,74.03,91,37,2.64,scattered clouds
357,Rudnogorsk,RU,57.26,103.75,23.76,92,76,1.79,broken clouds
358,Presidente Prudente,BR,-22.13,-51.39,90.09,30,52,5.82,broken clouds
359,Cabo San Lucas,MX,22.89,-109.91,87.8,58,40,11.41,scattered clouds
360,Nizhnyaya Maktama,RU,54.86,52.43,48.56,51,95,7.14,overcast clouds
361,Marawi,PH,8.0,124.29,73.99,93,86,5.99,overcast clouds
362,Seymchan,RU,62.88,152.43,35.76,83,100,7.11,overcast clouds
363,Wynyard,AU,-41.0,145.72,50.0,66,51,8.99,broken clouds
364,Nome,US,64.5,-165.41,25.0,73,1,2.68,clear sky
365,Loralai,PK,30.37,68.6,58.24,32,0,2.77,clear sky
366,Laurens,US,32.45,-82.92,88.0,40,75,6.93,broken clouds
367,General Roca,AR,-39.03,-67.58,87.8,19,0,9.17,clear sky
368,Paragominas,BR,-2.97,-47.48,82.13,59,83,5.82,light rain
369,Houma,US,29.6,-90.72,87.8,55,75,5.82,broken clouds
370,Troitskoye,RU,52.98,84.68,37.38,96,20,3.49,few clouds
371,Nemuro,JP,43.32,145.57,54.5,75,77,4.52,broken clouds
372,Horqueta,PY,-23.34,-57.06,88.66,45,100,7.56,overcast clouds
373,Fomboni,KM,-12.28,43.74,79.34,82,39,7.78,light rain
374,Cayenne,GF,4.93,-52.33,86.0,66,76,11.41,broken clouds
375,Xining,CN,36.62,101.77,33.33,91,99,3.0,overcast clouds
376,Iracoubo,GF,5.48,-53.2,82.56,76,1,13.91,clear sky
377,Tobermory,CA,45.25,-81.67,57.99,72,87,4.0,overcast clouds
378,Vitina,BA,43.24,17.48,48.2,93,40,2.24,scattered clouds
379,Lavrentiya,RU,65.58,-171.0,30.52,91,10,3.74,clear sky
380,Abu Kamal,SY,34.45,40.92,72.41,21,29,4.65,scattered clouds
381,Hovd,MN,48.01,91.64,34.52,74,98,5.57,overcast clouds
382,Tessalit,ML,20.2,1.01,89.67,12,0,12.88,clear sky
383,Vardo,NO,70.37,31.11,33.8,79,40,10.29,shower rain
384,Vieux-Habitants,GP,16.06,-61.77,78.8,83,17,3.36,few clouds
385,Margate,GB,51.38,1.39,52.0,78,100,7.0,light rain
386,Burnie,AU,-41.07,145.92,50.0,66,39,8.99,scattered clouds
387,Kautokeino,NO,69.01,23.04,31.98,93,2,4.83,clear sky
388,Araouane,ML,18.9,-3.53,95.81,17,0,9.15,clear sky
389,Galesong,ID,-5.32,119.37,75.2,88,90,4.7,overcast clouds
390,El Alto,PE,-4.27,-81.21,67.66,77,85,14.63,overcast clouds
391,Broome,US,42.25,-75.83,60.01,82,90,9.17,overcast clouds
392,Nuuk,GL,64.18,-51.72,35.6,100,90,6.46,overcast clouds
393,Rio Gallegos,AR,-51.62,-69.22,51.8,32,40,46.08,scattered clouds
394,Constitucion,CL,-35.33,-72.42,63.7,63,9,16.69,clear sky
395,Bandar-E Lengeh,IR,26.56,54.88,79.36,41,0,8.05,clear sky
396,Vanimo,PG,-2.67,141.3,78.55,85,62,4.18,light rain
397,Namwala,ZM,-15.75,26.44,72.91,62,51,7.02,broken clouds
398,Narsaq,GL,60.92,-46.05,41.0,79,98,2.24,overcast clouds
399,Port Hawkesbury,CA,45.62,-61.35,48.99,81,40,9.17,scattered clouds
400,Kralendijk,BQ,12.15,-68.27,87.8,58,3,10.29,clear sky
401,Mango,US,27.98,-82.31,88.0,55,40,5.82,scattered clouds
402,Grand-Lahou,CI,5.14,-5.02,77.14,89,95,9.22,overcast clouds
403,Pisco,PE,-13.7,-76.22,69.8,68,7,17.22,clear sky
404,Lampari,PH,6.31,124.88,73.0,84,100,0.63,overcast clouds
405,Methoni,GR,36.82,21.7,66.99,93,20,12.1,few clouds
406,Lagoa,PT,39.05,-27.98,69.01,76,87,16.58,overcast clouds
407,Irtyshskiy,RU,58.33,68.13,45.3,83,59,9.31,broken clouds
408,Bangui,CF,4.36,18.55,75.2,88,20,2.1,thunderstorm
409,Filadelfia,US,39.95,-75.16,64.4,77,90,13.87,overcast clouds
410,Vestmannaeyjar,IS,63.44,-20.27,48.81,86,100,24.09,overcast clouds
411,Swan Hill,AU,-35.34,143.55,54.57,75,0,5.44,clear sky
412,Olga,RU,43.74,135.29,36.9,80,67,8.14,broken clouds
413,Saint-Pierre,RE,-21.34,55.48,71.6,73,75,4.7,broken clouds
414,Satinka,RU,52.38,41.68,53.29,72,100,7.47,overcast clouds
415,Guanica,PR,17.97,-66.91,82.99,74,89,1.01,light rain
416,Phan Thiet,VN,10.93,108.1,76.84,91,100,8.34,light rain
417,Harrison,US,30.41,-89.04,87.8,45,1,5.82,clear sky
418,Nyurba,RU,63.28,118.33,17.91,97,90,2.55,overcast clouds
419,Kargat,RU,55.2,80.28,38.93,93,95,7.25,overcast clouds
420,Zyryanka,RU,65.75,150.85,37.49,77,81,13.69,broken clouds
421,Tateyama,JP,34.98,139.87,69.01,76,16,3.0,few clouds
422,Glodeni,MD,47.77,27.51,59.0,82,66,10.0,broken clouds
423,Kachug,RU,53.96,105.88,23.22,81,31,0.85,scattered clouds
424,Bowen,AU,-20.02,148.23,68.0,82,40,8.05,scattered clouds
425,Svetlogorsk,BY,52.63,29.73,55.53,84,2,9.82,clear sky
426,Verkhoyansk,RU,67.54,133.38,14.97,94,98,2.3,overcast clouds
427,Boali,CF,4.8,18.13,75.2,88,20,1.19,thunderstorm
428,Jumla,NP,29.27,82.18,50.34,54,0,4.32,clear sky
429,Manitouwadge,CA,49.12,-85.84,46.4,100,90,5.82,mist
430,Barao De Melgaco,BR,-16.19,-55.97,82.4,58,75,23.04,broken clouds
431,Guaymas,MX,27.93,-110.9,98.01,41,75,11.41,broken clouds
432,Athabasca,CA,54.72,-113.29,40.96,64,83,6.26,broken clouds
433,Port Antonio,JM,18.18,-76.46,84.2,74,40,11.41,scattered clouds
434,Tonj,SS,7.27,28.68,71.53,89,98,3.04,overcast clouds
435,Touros,BR,-5.2,-35.46,80.6,65,40,11.41,scattered clouds
436,Namatanai,PG,-3.67,152.43,77.76,87,100,5.84,light rain
437,Leon,MX,21.12,-101.67,82.4,37,75,8.05,broken clouds
438,Sakaiminato,JP,35.55,133.23,55.4,100,20,4.7,few clouds
439,Sao Filipe,CV,14.9,-24.5,80.89,69,16,6.04,few clouds
440,Marsh Harbour,BS,26.54,-77.06,82.81,66,100,12.57,overcast clouds
441,Sitka,US,57.05,-135.33,46.4,75,20,6.93,few clouds
442,Upata,VE,8.01,-62.4,83.07,70,38,0.87,light rain
443,Emerald,AU,-23.53,148.17,66.99,82,70,1.12,broken clouds
444,Jalu,LY,29.03,21.55,71.91,60,0,17.29,clear sky
445,Nampula,MZ,-15.12,39.27,71.6,83,5,10.29,clear sky
446,Vestmanna,FO,62.16,-7.17,44.6,93,34,1.12,light rain
447,Chuy,UY,-33.7,-53.46,59.65,83,20,6.22,few clouds
448,Mattru,SL,7.62,-11.83,72.07,98,100,2.06,overcast clouds
449,Udachnyy,RU,66.42,112.4,14.0,92,24,2.24,few clouds
450,Port Macquarie,AU,-31.43,152.92,57.99,80,0,1.99,clear sky
451,Paraipaba,BR,-3.44,-39.15,80.01,73,71,18.99,broken clouds
452,Tezu,IN,27.92,96.17,74.39,63,0,3.56,clear sky
453,Vostok,RU,46.49,135.88,28.13,100,100,6.82,overcast clouds
454,Kargasok,RU,59.06,80.86,39.07,90,98,10.22,overcast clouds
455,Abnub,EG,27.27,31.15,80.6,47,66,9.17,broken clouds
456,Yumen,CN,40.28,97.2,35.91,71,0,7.07,clear sky
457,Yerbogachen,RU,61.28,108.01,23.97,91,100,8.9,overcast clouds
458,Shitanjing,CN,39.23,106.34,43.68,53,42,7.34,scattered clouds
459,Laksham,BD,23.25,91.14,77.79,91,96,0.89,overcast clouds
460,Primorsk,UA,46.73,36.34,66.24,70,96,8.99,overcast clouds
461,Beloha,MG,-25.17,45.05,67.12,82,77,8.59,broken clouds
462,Sept-Iles,CA,50.2,-66.38,43.0,70,40,14.99,scattered clouds
463,Kostrzyn,PL,52.4,17.23,50.0,89,100,13.0,light rain
464,Indianola,US,41.36,-93.56,68.0,31,12,12.08,few clouds
465,Kavieng,PG,-2.57,150.8,81.54,77,100,6.58,moderate rain
466,Lujan,AR,-34.57,-59.1,80.01,18,0,3.0,clear sky
467,Laredo,US,27.51,-99.51,93.2,41,1,4.7,clear sky
468,Polyarnyy,RU,69.2,33.45,33.8,100,75,4.47,broken clouds
469,Tual,ID,-5.67,132.75,81.19,83,96,14.34,overcast clouds
470,Kahului,US,20.89,-156.47,87.8,48,20,13.87,few clouds
471,Santa Rosa,PH,14.31,121.11,78.8,88,90,2.24,moderate rain
472,Ravar,IR,31.27,56.81,44.83,53,0,2.46,clear sky
473,Mareeba,AU,-17.0,145.43,73.4,83,90,9.17,overcast clouds
474,Iqaluit,CA,63.75,-68.51,24.8,85,75,2.24,broken clouds
475,Svetogorsk,RU,61.11,28.86,43.0,87,75,4.7,broken clouds
476,Moa,CU,20.66,-74.94,83.88,75,100,7.49,light rain
477,Ahuimanu,US,21.44,-157.84,86.0,65,75,10.29,broken clouds
478,Saint-Augustin,CA,51.23,-58.65,44.96,66,0,12.86,clear sky
479,Lompoc,US,34.64,-120.46,87.01,30,1,13.87,clear sky
480,Rumoi,JP,43.93,141.64,49.53,58,44,9.01,scattered clouds
481,Praya,CV,14.92,-23.51,78.8,74,40,13.87,scattered clouds
482,Amparafaravola,MG,-17.58,48.22,64.96,88,52,3.91,broken clouds
483,Shakawe,BW,-18.37,21.85,74.68,32,3,4.41,clear sky
484,Lulea,SE,65.58,22.15,39.2,80,90,3.36,overcast clouds
485,Kyra,RU,49.58,111.98,19.98,81,0,2.77,clear sky
486,Jieshi,CN,22.81,115.83,75.99,80,100,1.01,overcast clouds
487,Gamba,GA,-2.65,10.0,75.34,85,96,7.92,overcast clouds
488,Green River,US,41.53,-109.47,66.2,22,1,33.33,clear sky
489,Puri,IN,19.8,85.85,77.0,100,90,4.7,haze
490,Great Yarmouth,GB,52.61,1.73,53.01,98,100,4.0,overcast clouds
491,Craig,US,40.52,-107.55,73.4,11,1,18.34,clear sky
492,Antipovka,RU,49.83,45.31,54.16,42,66,9.48,broken clouds
493,Son La,VN,21.32,103.9,65.86,94,100,0.34,overcast clouds
494,Baculin,PH,7.45,126.58,78.85,75,100,6.87,light rain
495,Inhambane,MZ,-23.86,35.38,68.99,82,2,5.66,clear sky
496,Zhigansk,RU,66.77,123.37,10.56,95,97,10.47,overcast clouds
497,Tiarei,PF,-17.53,-149.33,84.2,66,20,20.8,few clouds
498,Misratah,LY,32.38,15.09,70.86,50,0,12.73,clear sky
499,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,48.2,93,90,24.61,light intensity shower rain
500,Alice Springs,AU,-23.7,133.88,53.6,54,0,4.7,clear sky
501,Herat,AF,34.5,62.0,38.98,67,0,6.22,clear sky
502,Mayahi,NE,13.96,7.67,93.15,16,0,6.4,clear sky
503,Arlit,NE,18.74,7.39,91.81,10,0,3.76,clear sky
504,Kishi,NG,9.08,3.85,73.85,93,94,5.12,overcast clouds
505,Manaus,BR,-3.1,-60.02,86.0,66,40,3.36,scattered clouds
506,Ixtapa,MX,20.7,-105.2,89.6,62,75,9.17,broken clouds
507,Tashtagol,RU,52.77,87.89,37.17,93,100,3.56,overcast clouds
508,Katobu,ID,-4.94,122.53,75.04,88,100,1.5,overcast clouds
509,Bandarbeyla,SO,9.49,50.81,79.03,83,35,9.42,scattered clouds
510,Vokhma,RU,58.93,46.76,50.47,95,100,7.43,overcast clouds
511,Simao,CN,22.79,100.97,60.4,82,22,1.83,few clouds
512,Ibirama,BR,-27.06,-49.52,75.0,74,69,4.0,broken clouds
513,Neuquen,AR,-38.95,-68.06,87.8,19,0,9.17,clear sky
514,Ha Tinh,VN,18.33,105.9,73.18,93,100,10.07,light rain
515,Saint-Paul,RE,-21.01,55.27,71.6,83,90,13.87,light rain
516,Dwarka,IN,22.24,68.97,84.92,58,0,11.54,clear sky
517,Chapada Dos Guimaraes,BR,-15.46,-55.75,82.4,58,75,23.04,light intensity shower rain
518,Mugango,TZ,-1.68,33.7,71.6,83,75,5.17,broken clouds
519,Amga,RU,60.9,131.96,10.24,95,82,4.47,broken clouds
520,Moose Factory,CA,51.26,-80.61,55.4,47,1,10.29,clear sky
521,Fredericksburg,US,38.3,-77.46,73.4,56,40,9.17,scattered clouds
522,Macau,MO,22.2,113.55,78.8,83,40,24.16,scattered clouds
523,Post Falls,US,47.72,-116.95,55.99,93,90,9.17,overcast clouds
524,Shahrud,IR,36.42,54.98,52.03,40,0,0.6,clear sky
525,Turayf,SA,31.67,38.66,73.4,38,4,8.05,clear sky
526,Turbat,PK,26.0,63.04,71.53,19,0,19.91,clear sky
527,Qarchi Gak,AF,37.04,66.79,57.2,61,0,4.7,clear sky
528,Yakeshi,CN,49.28,120.73,22.33,85,0,8.23,clear sky
529,Johvi,EE,59.36,27.42,46.31,83,49,4.41,scattered clouds
530,Puerto Suarez,BO,-18.95,-57.8,102.2,42,39,9.17,smoke
531,Chara,RU,56.91,118.26,16.45,83,100,4.43,overcast clouds
532,Lagos,NG,6.58,3.75,77.05,89,99,5.37,overcast clouds
533,Bilma,NE,18.69,12.92,88.79,15,0,5.5,clear sky
534,Manzhouli,CN,49.6,117.43,22.5,83,27,7.56,scattered clouds
535,Banihal,IN,33.42,75.2,54.28,44,0,2.04,clear sky
536,Kualakapuas,ID,-3.01,114.39,77.0,94,20,1.12,few clouds
537,Marsa Matruh,EG,31.35,27.25,73.4,60,0,6.93,clear sky
538,Bhind,IN,26.56,78.79,79.12,53,61,6.87,broken clouds
539,Karpathos,GR,35.51,27.21,71.6,73,15,4.7,few clouds
540,Pizarro,CO,4.95,-77.37,76.26,88,100,2.37,overcast clouds
541,Port Blair,IN,11.67,92.75,79.38,86,100,14.79,moderate rain
542,Namibe,AO,-15.2,12.15,63.82,83,13,3.49,few clouds
543,Sturlic,BA,45.06,15.78,40.24,88,7,4.9,clear sky
544,Niort,FR,46.33,-0.33,48.99,83,100,2.98,light rain
545,Biak,ID,-0.91,122.88,77.58,76,97,4.25,overcast clouds
546,Bondowoso,ID,-7.91,113.82,73.62,72,97,3.0,overcast clouds
547,Pedra,BR,-8.5,-36.94,76.26,52,47,12.3,scattered clouds
548,Samarai,PG,-10.62,150.67,80.15,85,100,16.93,light rain
549,Kitimat,CA,54.05,-128.65,54.0,71,100,4.05,overcast clouds
550,Daulatpur,PK,26.5,67.97,71.6,56,0,7.9,haze
551,Zeya,RU,53.75,127.27,23.23,87,16,6.31,few clouds
552,La Ronge,CA,55.1,-105.28,35.6,55,75,23.04,broken clouds
553,Kayerkan,RU,69.35,87.76,26.6,100,75,29.08,snow
554,Brownsville,US,25.9,-97.5,88.0,62,75,13.87,broken clouds
555,Kristinehamn,SE,59.31,14.11,41.0,100,0,4.7,clear sky
556,Pitimbu,BR,-7.47,-34.81,78.8,74,20,13.87,few clouds
557,Beihai,CN,21.48,109.1,75.06,91,100,26.96,moderate rain
558,Yinchuan,CN,38.47,106.27,50.38,43,63,0.78,broken clouds
559,Anchorage,US,61.22,-149.9,44.01,74,75,3.36,moderate rain
560,Lagunas,PE,-5.23,-75.68,95.77,38,86,2.37,moderate rain
561,Tete,MZ,-16.16,33.59,77.0,69,20,6.64,few clouds
562,Anadyr,RU,64.75,177.48,28.4,86,75,2.24,broken clouds
563,La Palma,US,33.85,-118.05,96.8,19,1,8.19,clear sky
564,Lorengau,PG,-2.02,147.27,81.43,81,100,5.61,moderate rain
565,Husavik,IS,66.04,-17.34,44.6,65,79,13.87,broken clouds
566,Truro,GB,50.27,-5.05,53.6,81,24,16.11,few clouds
567,Nantucket,US,41.28,-70.1,64.4,93,90,19.46,mist
568,Piopio,NZ,-38.47,175.02,56.53,62,7,5.91,clear sky
569,Jarabacoa,DO,19.12,-70.64,89.6,52,40,14.99,scattered clouds
570,Safaga,EG,26.73,33.94,84.2,39,0,12.75,clear sky
571,Rundu,NA,-17.93,19.77,74.97,27,7,6.64,clear sky
572,Nizhniy Odes,RU,63.64,54.86,43.43,85,88,9.24,overcast clouds
573,Lata,PT,40.16,-8.33,57.99,84,35,1.99,scattered clouds
574,Tingi,TZ,-11.3,35.03,66.31,89,93,5.73,light rain
575,Bria,CF,6.54,21.99,68.34,93,31,0.69,scattered clouds
576,Palu,ID,-0.89,119.87,75.58,79,100,3.33,overcast clouds
577,Aksarka,RU,66.56,67.8,41.63,86,100,15.55,overcast clouds
578,Chumikan,RU,54.72,135.31,30.65,93,30,15.99,scattered clouds
579,Vihti,FI,60.42,24.32,39.99,99,0,4.0,clear sky
580,Chiang Rai,TH,19.92,99.92,70.0,100,20,1.12,few clouds
581,Pundaguitan,PH,6.37,126.17,82.18,80,100,15.03,light rain
582,Yulara,AU,-25.24,130.99,62.6,27,0,6.93,clear sky
583,Luderitz,NA,-26.65,15.16,69.75,41,0,20.09,clear sky
584,Aksha,RU,50.28,113.29,21.33,82,0,2.35,clear sky
585,Guarapari,BR,-20.67,-40.5,78.01,83,93,16.15,overcast clouds
586,Urumqi,CN,43.8,87.6,44.6,61,0,6.71,clear sky
587,Redlands,US,34.06,-117.18,99.0,21,0,1.01,clear sky
588,Poum,NC,-20.23,164.02,75.49,82,0,6.46,clear sky
589,San Luis,AR,-33.3,-66.34,84.58,16,0,9.62,clear sky
590,Aswan,EG,24.09,32.91,86.7,24,0,12.35,clear sky
591,Bulgan,MN,48.81,103.53,28.85,84,100,1.99,overcast clouds
592,Darhan,MN,49.49,105.92,28.33,84,74,1.12,broken clouds
593,Hay River,CA,60.82,-115.8,28.4,63,75,16.11,broken clouds
594,Batagay,RU,67.63,134.63,13.84,96,97,2.33,overcast clouds
595,Ishigaki,JP,24.34,124.16,79.14,74,98,18.14,overcast clouds
596,Tomatlan,MX,19.93,-105.25,89.31,59,83,7.61,broken clouds
597,Lazaro Cardenas,MX,17.96,-102.2,86.43,70,0,8.63,clear sky
598,Requena,ES,39.49,-1.1,55.99,59,0,3.33,clear sky
599,Muros,ES,42.78,-9.06,52.0,87,75,5.82,broken clouds
600,Caravelas,BR,-17.71,-39.25,74.62,91,53,9.28,light rain
601,Almaznyy,RU,48.04,40.05,60.8,72,97,13.42,overcast clouds
602,Sobolevo,RU,54.43,31.9,52.57,91,41,7.05,scattered clouds
603,Debre Birhan,ET,9.68,39.53,50.2,75,49,5.19,scattered clouds
604,Teguldet,RU,57.31,88.17,33.15,95,100,3.65,overcast clouds
605,Hauterive,FR,46.09,3.45,48.2,70,75,6.93,broken clouds
606,Cap-Aux-Meules,CA,47.38,-61.86,48.2,66,20,6.93,few clouds
607,Nuoro,IT,40.32,9.33,62.6,51,20,10.29,few clouds
608,Batemans Bay,AU,-35.72,150.18,55.99,95,99,2.24,overcast clouds
609,Lososina,RU,49.0,140.31,38.05,72,22,5.1,light rain
610,Zinder,NE,13.81,8.99,94.05,16,46,5.19,scattered clouds
611,San Rafael,AR,-34.62,-68.33,87.64,13,0,11.9,clear sky
612,Urengoy,RU,65.97,78.37,40.03,94,100,17.81,light rain
613,Pong,TH,19.15,100.28,68.76,88,100,1.34,overcast clouds
614,Tucuma,BR,-0.18,-50.05,83.5,67,34,9.95,scattered clouds
615,Finschhafen,PG,-6.6,147.87,81.23,70,100,7.56,overcast clouds
616,Kedrovyy,RU,56.17,91.82,37.4,100,75,4.47,broken clouds
617,Cap Malheureux,MU,-19.98,57.61,75.0,80,1,5.99,clear sky
618,Drayton Valley,CA,53.22,-114.99,43.0,54,100,11.77,overcast clouds
619,Ulaangom,MN,49.98,92.07,34.09,89,100,3.42,overcast clouds
620,Andenes,NO,69.31,16.12,35.6,93,75,8.05,shower rain
621,Brae,GB,60.4,-1.35,50.0,81,84,20.8,broken clouds
622,Ca Mau,VN,9.18,105.15,76.32,92,100,8.88,moderate rain
623,Smiltene,LV,57.42,25.9,41.0,95,88,3.49,overcast clouds
624,Champaign,US,40.13,-88.2,73.99,20,1,16.11,clear sky
625,Jasdan,IN,22.03,71.2,82.15,33,98,5.03,overcast clouds
626,Lincoln,US,40.8,-96.67,72.0,28,1,5.82,clear sky
627,Luau,AO,-10.71,22.22,68.18,85,76,2.26,broken clouds
628,Ukiah,US,39.15,-123.21,89.01,30,1,3.36,clear sky
629,Miyako,JP,39.64,141.95,51.33,69,0,5.73,clear sky
630,Liberal,US,37.04,-100.92,78.8,15,1,12.75,clear sky
631,Tierranueva,MX,21.68,-100.57,71.55,58,62,13.8,broken clouds
632,Vao,NC,-22.67,167.48,73.13,91,0,8.03,clear sky
633,Leningradskiy,RU,69.38,178.42,19.45,86,32,4.65,scattered clouds
634,Damietta,EG,31.42,31.81,77.0,69,0,8.05,clear sky
635,Mbekenyera,TZ,-10.0,38.98,71.6,88,0,1.83,clear sky
636,Ratnagiri,IN,16.98,73.3,78.13,86,100,2.93,light rain
637,Shipunovo,RU,52.16,82.22,43.07,81,68,2.17,broken clouds
638,Kapoeta,SS,4.77,33.59,70.57,86,96,2.17,overcast clouds
639,Kwakoa,TZ,-3.77,37.72,73.53,75,88,6.55,overcast clouds
640,Polewali,ID,-3.43,119.34,77.04,78,56,2.62,broken clouds
641,Gwadar,PK,25.12,62.33,76.53,23,0,12.26,clear sky
642,Kyren,RU,51.68,102.14,29.7,80,98,0.81,overcast clouds
643,Soe,ID,-9.86,124.28,65.75,69,2,4.29,clear sky
644,Clyde,US,41.3,-82.98,69.01,33,1,10.04,clear sky
645,Papara,BR,-3.98,-38.73,80.6,74,20,10.29,few clouds
646,Maun,BW,-19.98,23.42,78.8,36,0,10.29,clear sky
647,Awbari,LY,26.59,12.78,75.94,34,0,8.16,clear sky
648,Sur,OM,22.57,59.53,77.13,37,0,9.28,clear sky
649,Heihe,CN,50.24,127.49,24.8,62,20,11.18,few clouds
650,Ostrovnoy,RU,68.05,39.51,36.23,80,93,6.2,overcast clouds
651,Rosita,NI,13.93,-84.4,79.54,93,100,3.76,moderate rain
652,Lukoyanov,RU,55.03,44.48,52.59,86,100,6.93,overcast clouds
653,Teya,RU,60.38,92.63,31.15,97,100,1.74,overcast clouds
654,Coihueco,CL,-36.62,-71.83,77.0,36,0,18.34,clear sky
655,Padang,ID,-0.95,100.35,77.41,74,100,4.29,overcast clouds
656,Maku,IR,39.29,44.45,56.53,41,0,1.28,clear sky
657,Sawakin,SD,19.11,37.33,82.99,61,0,6.51,clear sky
658,Evensk,RU,61.95,159.23,37.47,79,100,9.22,overcast clouds
659,Manjeshwar,IN,12.72,74.89,73.4,94,90,12.41,light rain
660,Iralaya,HN,15.0,-83.23,85.59,70,100,10.29,light rain
661,Harboore,DK,56.62,8.18,48.99,82,18,5.01,few clouds
662,Nangong,CN,37.36,115.37,58.15,66,100,7.87,light rain
663,Lazeshchyna,UA,48.27,24.42,43.47,83,84,11.3,broken clouds
664,Vytegra,RU,61.01,36.45,45.1,88,100,7.96,overcast clouds
665,Phalodi,IN,27.13,72.37,82.81,15,27,6.29,scattered clouds
666,Arman,RU,59.7,150.17,41.07,87,100,36.17,moderate rain
667,Bom Jesus,BR,-9.07,-44.36,88.32,27,6,5.66,clear sky
668,Abu Dhabi,AE,24.47,54.37,87.8,58,0,4.7,clear sky
669,Honningsvag,NO,70.98,25.97,33.8,86,40,6.93,scattered clouds
670,Maceio,BR,-9.67,-35.74,78.8,74,20,12.75,few clouds
671,Mecca,SA,21.43,39.83,76.5,48,0,2.1,clear sky
672,Baghdad,IQ,33.34,44.4,69.8,28,0,3.36,clear sky
673,Manutuke,NZ,-38.68,177.92,66.99,39,1,7.0,clear sky
674,Kununurra,AU,-15.77,128.73,64.4,93,1,6.91,clear sky
675,Mbanza-Ngungu,CD,-5.25,14.87,72.18,84,100,3.02,light rain
676,Flinders,AU,-34.58,150.86,62.01,81,42,1.99,scattered clouds
677,Severo-Zadonsk,RU,54.03,38.4,53.67,92,53,7.18,broken clouds
678,Boulder,US,40.08,-105.35,75.2,20,1,4.7,clear sky
679,Pinsk,BY,52.12,26.1,58.57,84,94,17.25,overcast clouds
680,Sumenep,ID,-7.02,113.87,80.46,81,100,10.71,overcast clouds
681,Atherton,GB,53.52,-2.49,53.01,78,64,1.01,broken clouds
682,Kushmurun,KZ,52.45,64.63,48.99,49,100,4.99,overcast clouds
683,Linshui,CN,36.42,114.2,56.28,70,100,3.44,light rain
684,Houston,US,29.76,-95.36,91.0,43,1,5.84,clear sky
685,Ambunti,PG,-4.24,142.84,75.4,96,100,0.47,overcast clouds
